bus_10001,bus_10022,bus_10025,bus_10033,bus_10035,bus_10093,bus_10209,bus_10228,bus_10344,bus_10525,bus_10558,bus_10570,bus_10600,bus_10607,bus_10609,bus_10677,bus_10683,bus_10710,bus_10750,bus_10768,bus_10811,bus_10859,bus_10908,bus_10965,bus_11014,bus_11041,bus_13000,bus_13175,bus_13177,bus_13181,bus_13265,bus_13366,bus_13420,bus_13446,bus_13475,bus_13499,bus_13509,bus_13518,bus_13669,bus_13684,bus_13693,bus_13698,bus_20000,bus_20007,bus_20026,bus_20136,bus_20390,bus_20428,bus_20487,bus_21108,bus_21121,bus_21131,bus_21140,bus_21165,bus_21497,bus_21596,bus_21646,bus_21681,bus_23017,bus_23054,bus_23060,bus_23099,bus_23230,bus_23263,bus_23377,bus_23417,bus_25160,bus_25268,bus_25276,bus_25289,bus_25375,bus_25385,bus_25400,bus_25403,bus_25426,bus_25439,bus_25595,bus_25598,bus_25618,bus_25675,bus_25714,bus_25730,bus_25769,bus_25829,bus_25834,bus_25904,bus_25938,bus_26012,bus_26051,bus_26097,bus_26133,bus_26163,bus_26197,bus_28013,bus_28048,bus_28060,bus_28064,bus_28078,bus_28099,bus_28122,bus_28302,bus_28365,bus_28401,bus_28474,bus_28503,bus_28527,bus_28549,bus_28667,bus_29018,bus_29027,bus_30001,bus_30113,bus_30116,bus_30124,bus_30144,bus_30146,bus_30149,bus_30172,bus_30174,bus_30182,bus_30190,bus_30205,bus_30207,bus_30220,bus_30221,bus_30372,bus_30390,bus_30451,bus_40001,bus_40003,bus_40004,bus_40006,bus_40007,bus_40008,bus_40050,bus_40073,bus_40076,bus_40145,bus_40151,bus_40154,bus_40160,bus_40162,bus_40168,bus_40169,bus_40196,bus_40208,bus_40279,bus_40281,bus_40299,bus_40309,bus_40310,bus_40367,bus_40369,bus_40391,bus_40399,bus_40401,bus_40515,bus_40518,bus_40519,bus_40534,bus_40535,bus_40563,bus_40564,bus_40595,bus_40602,bus_40691,bus_40739,bus_40786,bus_40824,bus_40843,bus_40878,bus_40884,bus_40912,bus_40934,bus_40993,bus_50000,bus_50007,bus_50024,bus_50075,bus_50077,bus_50099,bus_50196,bus_50316,bus_50360,bus_50385,bus_50397,bus_50448,bus_53000,bus_53002,bus_53012,bus_53215,bus_53297,bus_60000,bus_60003,bus_60194,bus_60308,bus_60403,bus_60494,bus_60514,bus_60577,bus_60662,bus_60686,bus_60751,bus_60872,bus_70000,bus_70016,bus_70063,bus_70097,bus_70125,bus_70134,bus_70153,bus_70172,bus_74001,bus_74053,bus_74104,bus_74132,bus_74235,bus_77001,bus_77173,bus_77258,bus_80007,bus_80046,bus_80047,bus_80050,bus_80091
0.0,0.0,0.0,31.473000000000003,0.0,0.0,29.186000000000003,179.85000000000002,10.890999999999998,0.0,47.14,0.0,0.0,0.0,0.0,62.061,153.328,455.608,881.285,0.0,5.294,0.0,224.47899999999998,566.386,1448.059,245.727,19.299999999999997,0.0,0.0,0.0,191.30899999999997,59.004999999999995,0.0,240.278,727.6759999999999,911.88,0.0,0.0,251.285,90.80699999999999,0.0,0.0,0.0,12.427,151.116,502.98400000000004,225.996,131.25699999999998,0.0,0.0,0.0,0.0,0.0,0.0,17.705000000000002,0.39799999999999996,0.0,0.0,0.0,0.0,0.0,188.22899999999993,4.968999999999999,0.0,0.0,304.3109999999999,0.0,0.956,0.0,9.235000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.052,0.0,8.61,0.0,0.0,0.0,0.0,0.0,16.049,0.0,15.766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.26600000000002,0.0,0.0,1.2590000000000001,33.328,0.0,68.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.493000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.364000000000004,0.0,0.608,0.0,0.0,120.441,14.947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6030000000000002,22.977,12.181,0.0,22.795,0.0,0.0,0.0,0.0,0.0,4.938,1.8980000000000001,0.0,41.202,92.693,0.0,0.0,52.851,0.0,0.0,0.0,8.223,123.51,45.709,61.913,21.748,530.608,57.047,0.0,218.103,6.028,0.0,0.0,0.0,0.0
0.0,0.0,0.0,31.473000000000003,0.0,0.0,29.186000000000003,179.85000000000002,10.890999999999998,0.0,47.14,0.0,0.0,0.0,0.0,62.061,153.328,455.608,881.285,0.0,5.294,0.0,224.47899999999998,566.386,1448.059,245.727,19.299999999999997,0.0,0.0,0.0,191.30899999999997,59.004999999999995,0.0,240.278,727.6759999999999,911.88,0.0,0.0,251.285,90.80699999999999,0.0,0.0,0.0,12.427,151.116,502.98400000000004,225.996,131.25699999999998,0.0,0.0,0.0,0.0,0.0,0.0,17.705000000000002,0.39799999999999996,0.0,0.0,0.0,0.0,0.0,188.22899999999993,4.968999999999999,0.0,0.0,304.3109999999999,0.0,0.956,0.0,9.235000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.052,0.0,8.61,0.0,0.0,0.0,0.0,0.0,16.049,0.0,15.766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.26600000000002,0.0,0.0,1.2590000000000001,33.328,0.0,68.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.493000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.364000000000004,0.0,0.608,0.0,0.0,120.441,14.947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6030000000000002,22.977,12.181,0.0,22.795,0.0,0.0,0.0,0.0,0.0,4.938,1.8980000000000001,0.0,41.202,92.693,0.0,0.0,52.851,0.0,0.0,0.0,8.223,123.51,45.709,61.913,21.748,530.608,57.047,0.0,218.103,6.028,0.0,0.0,0.0,0.0
0.0,0.0,0.0,31.473000000000003,0.0,0.0,29.186000000000003,179.85000000000002,10.890999999999998,0.0,47.14,0.0,0.0,0.0,0.0,62.061,153.328,455.608,881.285,0.0,5.294,0.0,224.47899999999998,566.386,1448.059,245.727,19.299999999999997,0.0,0.0,0.0,191.30899999999997,59.004999999999995,0.0,240.278,727.6759999999999,911.88,0.0,0.0,251.285,90.80699999999999,0.0,0.0,0.0,12.427,151.116,502.98400000000004,225.996,131.25699999999998,0.0,0.0,0.0,0.0,0.0,0.0,17.705000000000002,0.39799999999999996,0.0,0.0,0.0,0.0,0.0,188.22899999999993,4.968999999999999,0.0,0.0,304.3109999999999,0.0,0.956,0.0,9.235000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.052,0.0,8.61,0.0,0.0,0.0,0.0,0.0,16.049,0.0,15.766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.26600000000002,0.0,0.0,1.2590000000000001,33.328,0.0,68.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.493000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.364000000000004,0.0,0.608,0.0,0.0,120.441,14.947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6030000000000002,22.977,12.181,0.0,22.795,0.0,0.0,0.0,0.0,0.0,4.938,1.8980000000000001,0.0,41.202,92.693,0.0,0.0,52.851,0.0,0.0,0.0,8.223,123.51,45.709,61.913,21.748,530.608,57.047,0.0,218.103,6.028,0.0,0.0,0.0,0.0
0.0,0.0,0.0,31.473000000000003,0.0,0.0,29.186000000000003,179.85000000000002,10.890999999999998,0.0,47.14,0.0,0.0,0.0,0.0,62.061,153.328,455.608,881.285,0.0,5.294,0.0,224.47899999999998,566.386,1448.059,245.727,19.299999999999997,0.0,0.0,0.0,191.30899999999997,59.004999999999995,0.0,240.278,727.6759999999999,911.88,0.0,0.0,251.285,90.80699999999999,0.0,0.0,0.0,12.427,151.116,502.98400000000004,225.996,131.25699999999998,0.0,0.0,0.0,0.0,0.0,0.0,17.705000000000002,0.39799999999999996,0.0,0.0,0.0,0.0,0.0,188.22899999999993,4.968999999999999,0.0,0.0,304.3109999999999,0.0,0.956,0.0,9.235000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.052,0.0,8.61,0.0,0.0,0.0,0.0,0.0,16.049,0.0,15.766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.26600000000002,0.0,0.0,1.2590000000000001,33.328,0.0,68.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.493000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.364000000000004,0.0,0.608,0.0,0.0,120.441,14.947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6030000000000002,22.977,12.181,0.0,22.795,0.0,0.0,0.0,0.0,0.0,4.938,1.8980000000000001,0.0,41.202,92.693,0.0,0.0,52.851,0.0,0.0,0.0,8.223,123.51,45.709,61.913,21.748,530.608,57.047,0.0,218.103,6.028,0.0,0.0,0.0,0.0
0.0,0.0,0.0,31.473000000000003,0.0,0.0,29.186000000000003,179.85000000000002,10.890999999999998,0.0,47.14,0.0,0.0,0.0,0.0,62.061,153.328,455.608,881.285,0.0,5.294,0.0,224.47899999999998,566.386,1448.059,245.727,19.299999999999997,0.0,0.0,0.0,191.30899999999997,59.004999999999995,0.0,240.278,727.6759999999999,911.88,0.0,0.0,251.285,90.80699999999999,0.0,0.0,0.0,12.427,151.116,502.98400000000004,225.996,131.25699999999998,0.0,0.0,0.0,0.0,0.0,0.0,17.705000000000002,0.39799999999999996,0.0,0.0,0.0,0.0,0.0,188.22899999999993,4.968999999999999,0.0,0.0,304.3109999999999,0.0,0.956,0.0,9.235000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.052,0.0,8.61,0.0,0.0,0.0,0.0,0.0,16.049,0.0,15.766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.26600000000002,0.0,0.0,1.2590000000000001,33.328,0.0,68.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.493000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.364000000000004,0.0,0.608,0.0,0.0,120.441,14.947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6030000000000002,22.977,12.181,0.0,22.795,0.0,0.0,0.0,0.0,0.0,4.938,1.8980000000000001,0.0,41.202,92.693,0.0,0.0,52.851,0.0,0.0,0.0,8.223,123.51,45.709,61.913,21.748,530.608,57.047,0.0,218.103,6.028,0.0,0.0,0.0,0.0
0.0,0.0,0.0,31.473000000000003,0.0,0.0,28.029,187.80899999999997,10.890999999999998,0.0,47.14,0.0,0.0,0.0,0.0,61.656,145.523,415.495,830.014,0.0,4.912999999999999,0.0,202.944,564.0020000000001,1371.4,238.16899999999998,19.143,0.0,0.0,0.0,181.81899999999993,58.937,0.0,235.72400000000002,691.7710000000001,830.498,0.0,0.0,238.92100000000002,89.976,0.0,0.0,0.0,12.169999999999998,151.07900000000004,501.85099999999994,225.996,131.25699999999998,0.0,0.0,0.0,0.0,0.0,0.0,17.701,0.39799999999999996,0.0,0.0,0.0,0.0,0.0,188.07699999999997,4.968999999999999,0.0,0.0,303.35699999999997,0.0,0.956,0.0,9.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.052,0.0,8.61,0.0,0.0,0.0,0.0,0.0,16.002,0.0,15.753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.27100000000002,0.0,0.0,1.2590000000000001,33.327000000000005,0.0,68.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.345,0.0,0.588,0.0,0.0,119.77900000000001,14.843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6030000000000002,22.811999999999998,12.142,0.0,22.795,0.0,0.0,0.0,0.0,0.0,4.938,1.83,0.0,39.575,85.206,0.0,0.0,49.482,0.0,0.0,0.0,8.223,123.38600000000001,45.132000000000005,61.887,20.968000000000004,514.391,56.653999999999996,0.0,206.73600000000002,6.028,0.0,0.0,0.0,0.0
0.0,0.0,0.0,31.473000000000003,0.0,0.0,28.029,187.80899999999997,10.890999999999998,0.0,47.14,0.0,0.0,0.0,0.0,61.656,145.523,415.495,830.014,0.0,4.912999999999999,0.0,202.944,564.0020000000001,1371.4,238.16899999999998,19.143,0.0,0.0,0.0,181.81899999999993,58.937,0.0,235.72400000000002,691.7710000000001,830.498,0.0,0.0,238.92100000000002,89.976,0.0,0.0,0.0,12.169999999999998,151.07900000000004,501.85099999999994,225.996,131.25699999999998,0.0,0.0,0.0,0.0,0.0,0.0,17.701,0.39799999999999996,0.0,0.0,0.0,0.0,0.0,188.07699999999997,4.968999999999999,0.0,0.0,303.35699999999997,0.0,0.956,0.0,9.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.052,0.0,8.61,0.0,0.0,0.0,0.0,0.0,16.002,0.0,15.753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.27100000000002,0.0,0.0,1.2590000000000001,33.327000000000005,0.0,68.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.345,0.0,0.588,0.0,0.0,119.77900000000001,14.843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6030000000000002,22.811999999999998,12.142,0.0,22.795,0.0,0.0,0.0,0.0,0.0,4.938,1.83,0.0,39.575,85.206,0.0,0.0,49.482,0.0,0.0,0.0,8.223,123.38600000000001,45.132000000000005,61.887,20.968000000000004,514.391,56.653999999999996,0.0,206.73600000000002,6.028,0.0,0.0,0.0,0.0
0.0,0.0,0.0,31.473000000000003,0.0,0.0,28.029,187.80899999999997,10.890999999999998,0.0,47.14,0.0,0.0,0.0,0.0,61.656,145.523,415.495,830.014,0.0,4.912999999999999,0.0,202.944,564.0020000000001,1371.4,238.16899999999998,19.143,0.0,0.0,0.0,181.81899999999993,58.937,0.0,235.72400000000002,691.7710000000001,830.498,0.0,0.0,238.92100000000002,89.976,0.0,0.0,0.0,12.169999999999998,151.07900000000004,501.85099999999994,225.996,131.25699999999998,0.0,0.0,0.0,0.0,0.0,0.0,17.701,0.39799999999999996,0.0,0.0,0.0,0.0,0.0,188.07699999999997,4.968999999999999,0.0,0.0,303.35699999999997,0.0,0.956,0.0,9.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.052,0.0,8.61,0.0,0.0,0.0,0.0,0.0,16.002,0.0,15.753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.27100000000002,0.0,0.0,1.2590000000000001,33.327000000000005,0.0,68.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.345,0.0,0.588,0.0,0.0,119.77900000000001,14.843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6030000000000002,22.811999999999998,12.142,0.0,22.795,0.0,0.0,0.0,0.0,0.0,4.938,1.83,0.0,39.575,85.206,0.0,0.0,49.482,0.0,0.0,0.0,8.223,123.38600000000001,45.132000000000005,61.887,20.968000000000004,514.391,56.653999999999996,0.0,206.73600000000002,6.028,0.0,0.0,0.0,0.0
0.0,0.0,0.0,31.473000000000003,0.0,0.0,28.029,187.80899999999997,10.890999999999998,0.0,47.14,0.0,0.0,0.0,0.0,61.656,145.523,415.495,830.014,0.0,4.912999999999999,0.0,202.944,564.0020000000001,1371.4,238.16899999999998,19.143,0.0,0.0,0.0,181.81899999999993,58.937,0.0,235.72400000000002,691.7710000000001,830.498,0.0,0.0,238.92100000000002,89.976,0.0,0.0,0.0,12.169999999999998,151.07900000000004,501.85099999999994,225.996,131.25699999999998,0.0,0.0,0.0,0.0,0.0,0.0,17.701,0.39799999999999996,0.0,0.0,0.0,0.0,0.0,188.07699999999997,4.968999999999999,0.0,0.0,303.35699999999997,0.0,0.956,0.0,9.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.052,0.0,8.61,0.0,0.0,0.0,0.0,0.0,16.002,0.0,15.753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.27100000000002,0.0,0.0,1.2590000000000001,33.327000000000005,0.0,68.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.345,0.0,0.588,0.0,0.0,119.77900000000001,14.843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6030000000000002,22.811999999999998,12.142,0.0,22.795,0.0,0.0,0.0,0.0,0.0,4.938,1.83,0.0,39.575,85.206,0.0,0.0,49.482,0.0,0.0,0.0,8.223,123.38600000000001,45.132000000000005,61.887,20.968000000000004,514.391,56.653999999999996,0.0,206.73600000000002,6.028,0.0,0.0,0.0,0.0
0.0,0.0,0.0,31.473000000000003,0.0,0.0,28.029,187.80899999999997,10.890999999999998,0.0,47.14,0.0,0.0,0.0,0.0,61.656,145.523,415.495,830.014,0.0,4.912999999999999,0.0,202.944,564.0020000000001,1371.4,238.16899999999998,19.143,0.0,0.0,0.0,181.81899999999993,58.937,0.0,235.72400000000002,691.7710000000001,830.498,0.0,0.0,238.92100000000002,89.976,0.0,0.0,0.0,12.169999999999998,151.07900000000004,501.85099999999994,225.996,131.25699999999998,0.0,0.0,0.0,0.0,0.0,0.0,17.701,0.39799999999999996,0.0,0.0,0.0,0.0,0.0,188.07699999999997,4.968999999999999,0.0,0.0,303.35699999999997,0.0,0.956,0.0,9.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.052,0.0,8.61,0.0,0.0,0.0,0.0,0.0,16.002,0.0,15.753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.27100000000002,0.0,0.0,1.2590000000000001,33.327000000000005,0.0,68.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.345,0.0,0.588,0.0,0.0,119.77900000000001,14.843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6030000000000002,22.811999999999998,12.142,0.0,22.795,0.0,0.0,0.0,0.0,0.0,4.938,1.83,0.0,39.575,85.206,0.0,0.0,49.482,0.0,0.0,0.0,8.223,123.38600000000001,45.132000000000005,61.887,20.968000000000004,514.391,56.653999999999996,0.0,206.73600000000002,6.028,0.0,0.0,0.0,0.0
0.0,0.0,0.0,31.473000000000003,0.0,0.0,28.029,187.80899999999997,10.890999999999998,0.0,47.14,0.0,0.0,0.0,0.0,61.656,145.523,415.495,830.014,0.0,4.912999999999999,0.0,202.944,564.0020000000001,1371.4,238.16899999999998,19.143,0.0,0.0,0.0,181.81899999999993,58.937,0.0,235.72400000000002,691.7710000000001,830.498,0.0,0.0,238.92100000000002,89.976,0.0,0.0,0.0,12.169999999999998,151.07900000000004,501.85099999999994,225.996,131.25699999999998,0.0,0.0,0.0,0.0,0.0,0.0,17.701,0.39799999999999996,0.0,0.0,0.0,0.0,0.0,188.07699999999997,4.968999999999999,0.0,0.0,303.35699999999997,0.0,0.956,0.0,9.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.052,0.0,8.61,0.0,0.0,0.0,0.0,0.0,16.002,0.0,15.753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.27100000000002,0.0,0.0,1.2590000000000001,33.327000000000005,0.0,68.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.345,0.0,0.588,0.0,0.0,119.77900000000001,14.843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6030000000000002,22.811999999999998,12.142,0.0,22.795,0.0,0.0,0.0,0.0,0.0,4.938,1.83,0.0,39.575,85.206,0.0,0.0,49.482,0.0,0.0,0.0,8.223,123.38600000000001,45.132000000000005,61.887,20.968000000000004,514.391,56.653999999999996,0.0,206.73600000000002,6.028,0.0,0.0,0.0,0.0
0.0,0.0,0.0,31.473000000000003,0.0,0.0,28.029,187.80899999999997,10.890999999999998,0.0,47.14,0.0,0.0,0.0,0.0,61.656,145.523,415.495,830.014,0.0,4.912999999999999,0.0,202.944,564.0020000000001,1371.4,238.16899999999998,19.143,0.0,0.0,0.0,181.81899999999993,58.937,0.0,235.72400000000002,691.7710000000001,830.498,0.0,0.0,238.92100000000002,89.976,0.0,0.0,0.0,12.169999999999998,151.07900000000004,501.85099999999994,225.996,131.25699999999998,0.0,0.0,0.0,0.0,0.0,0.0,17.701,0.39799999999999996,0.0,0.0,0.0,0.0,0.0,188.07699999999997,4.968999999999999,0.0,0.0,303.35699999999997,0.0,0.956,0.0,9.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.052,0.0,8.61,0.0,0.0,0.0,0.0,0.0,16.002,0.0,15.753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.27100000000002,0.0,0.0,1.2590000000000001,33.327000000000005,0.0,68.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.345,0.0,0.588,0.0,0.0,119.77900000000001,14.843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6030000000000002,22.811999999999998,12.142,0.0,22.795,0.0,0.0,0.0,0.0,0.0,4.938,1.83,0.0,39.575,85.206,0.0,0.0,49.482,0.0,0.0,0.0,8.223,123.38600000000001,45.132000000000005,61.887,20.968000000000004,514.391,56.653999999999996,0.0,206.73600000000002,6.028,0.0,0.0,0.0,0.0
